Reception Time,Internal Clock,T internal,T external,Pressure,Humidity Percentage,CO Level,O3 Level,CO2 Level,HCOH Level,CH4 Level,NH3 Level,NO2 Level,H2 Level,C3H8 Level,C4H10 Level,C2H6OH Level,p25 Level,p10 Level,Light Level,RSSI
2022-03-17 15:09:50,000032,14.12,19.48,1.007,58.0,3.2,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,37.3,48.0,-56
2022-03-17 15:09:52,000034,14.28,19.48,1.007,58.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,37.7,48.0,-54
2022-03-17 15:10:00,000000,13.96,19.49,1.007,58.0,3.1,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,35.5,48.0,-56
2022-03-17 15:10:02,000002,14.12,19.51,1.007,58.0,3.2,100.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,35.5,64.0,-56
2022-03-17 15:10:04,000004,14.28,19.49,1.007,58.0,3.2,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.9,64.0,-56
2022-03-17 15:10:07,000007,13.88,19.5,1.007,59.0,3.0,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,28.4,64.0,-57
2022-03-17 15:10:09,000009,14.2,19.5,1.007,59.0,3.1,100.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,26.0,64.0,-58
2022-03-17 15:10:12,000012,13.88,19.51,1.007,59.0,3.1,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,24.7,64.0,-56
2022-03-17 15:10:14,000014,14.12,19.5,1.007,59.0,3.0,100.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,29.7,64.0,-56
2022-03-17 15:10:16,000017,14.12,19.5,1.007,59.0,3.1,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,28.8,64.0,-57
2022-03-17 15:10:19,000019,13.96,19.5,1.007,58.0,3.0,100.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,28.3,64.0,-58
2022-03-17 15:10:21,000021,14.12,19.5,1.007,58.0,3.1,100.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,28.3,48.0,-56
2022-03-17 15:10:23,000024,13.96,19.5,1.007,58.0,3.1,100.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,29.0,48.0,-55
2022-03-17 15:10:26,000026,14.2,19.5,1.007,58.0,3.1,100.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,37.2,64.0,-56
2022-03-17 15:10:28,000028,13.96,19.5,1.007,59.0,2.9,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,37.5,64.0,-60
2022-03-17 15:11:41,000023,12.65,19.34,1.007,59.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,31.4,64.0,-57
2022-03-17 15:11:44,000026,13.88,19.43,1.007,59.0,3.6,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,30.3,64.0,-56
2022-03-17 15:11:51,000001,13.47,19.49,1.007,59.0,3.4,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,30.3,64.0,-54
2022-03-17 15:11:54,000003,14.28,19.5,1.007,58.0,3.2,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,20.3,64.0,-55
2022-03-17 15:11:56,000005,13.71,19.5,1.007,58.0,3.3,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,31.4,55.0,-58
2022-03-17 15:11:58,000008,14.2,19.5,1.007,58.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,30.7,48.0,-54
2022-03-17 15:12:01,000010,13.88,19.51,1.007,58.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,39.7,37.0,-54
2022-03-17 15:12:03,000013,13.88,19.51,1.007,58.0,3.3,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,86.2,37.0,-55
2022-03-17 15:12:05,000015,14.28,19.52,1.007,58.0,3.2,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,94.3,55.0,-54
2022-03-17 15:12:10,000020,14.2,19.52,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,78.7,55.0,-57
2022-03-17 15:12:13,000022,13.63,19.52,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,74.6,55.0,-56
2022-03-17 15:12:15,000025,14.2,19.52,1.007,58.0,3.1,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,69.5,55.0,-56
2022-03-17 15:12:18,000027,13.71,19.52,1.007,58.0,3.1,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,64.9,55.0,-53
2022-03-17 15:12:20,000029,14.2,19.51,1.007,58.0,3.2,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,63.0,55.0,-54
2022-03-17 15:12:23,000032,13.88,19.52,1.007,58.0,3.1,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,59.6,55.0,-59
2022-03-17 15:12:25,000034,14.12,19.52,1.007,58.0,3.0,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,61.2,64.0,-56
2022-03-17 15:12:27,000037,14.28,19.52,1.007,58.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,60.5,55.0,-56
2022-03-17 15:12:30,000039,14.04,19.53,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,61.5,80.0,-56
2022-03-17 15:12:32,000042,14.36,19.53,1.007,58.0,3.1,100.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,44.6,40.0,-60
2022-03-17 15:12:34,000044,14.12,19.53,1.007,58.0,3.1,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,41.7,40.0,-59
2022-03-17 15:12:37,000047,14.2,19.54,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,34.8,40.0,-56
2022-03-17 15:12:39,000049,15.84,,4.1,75.8,0.31,10.0,0.0,0.095,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,603.4,10003.0,-55
2022-03-17 15:12:42,000051,11.35,,4.1,75.8,0.32,10.0,0.0,0.102,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,703.3,20004.0,-52
2022-03-17 15:12:44,000054,48.45,19.54,1.007,58.0,3.1,100.0,153.3,0.095,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,603.2,80004.0,-53
2022-03-17 15:12:47,000056,62.05,19.54,1.007,58.0,6.7,100.0,,7.608,9300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.3,19000.0,-53
2022-03-17 15:12:49,000058,32.8,19.56,1.007,58.0,,361.0,6.1,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.3,16000.0,-54
2022-03-17 15:12:52,000101,24.71,19.56,1.007,58.0,,361.0,4.8,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.3,19000.0,-54
2022-03-17 15:12:54,000103,20.85,19.56,1.007,58.0,,361.0,4.9,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.3,5000.0,-55
2022-03-17 15:12:57,000106,18.78,19.56,1.007,58.0,,361.0,5.2,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.3,21000.0,-54
2022-03-17 15:12:59,000108,17.74,19.56,1.007,58.0,,361.0,5.6,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.3,14000.0,-56
2022-03-17 15:13:01,000111,16.78,19.56,1.007,58.0,,361.0,5.9,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.3,10000.0,-56
2022-03-17 15:13:04,000113,16.22,19.56,1.007,58.0,,361.0,5.7,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.3,14000.0,-56
2022-03-17 15:13:06,000116,39.84,19.56,1.007,58.0,,361.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.3,1000.0,-55
2022-03-17 15:13:08,000118,49.7,19.56,1.007,58.0,1.9,100.0,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,29.0,55.0,-58
2022-03-17 15:13:11,000121,34.32,19.56,1.007,58.0,3.2,100.0,249.7,0.095,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,502.9,5.0,-56
2022-03-17 15:13:13,000123,21.33,19.56,1.007,58.0,3.4,100.0,500.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,29.2,55.0,-57
2022-03-17 15:13:16,000125,15.58,19.56,1.007,58.0,3.3,100.0,500.0,1.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,29.5,55.0,-56
2022-03-17 15:13:18,000128,12.82,19.54,1.007,58.0,3.4,100.0,500.0,1.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,28.6,55.0,-57
2022-03-17 15:13:20,000130,11.33,19.56,1.007,58.0,3.5,100.0,500.0,1.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,28.3,55.0,-55
2022-03-17 15:13:23,000132,10.49,19.56,1.007,58.0,3.4,100.0,500.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,27.3,64.0,-56
2022-03-17 15:13:25,000135,9.9,19.56,1.007,58.0,3.4,100.0,500.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.3,31.0,-65
2022-03-17 15:13:28,000137,,195.61,0.075,80.3,4.001,0.5,0.1,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,256.0,,-65
2022-03-17 15:13:30,000139,8.2,19.57,1.007,59.0,3.3,100.0,500.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,25.2,48.0,-66
2022-03-17 15:13:33,000142,-27.31,,7.1,75.9,0.33,10.0,0.0,0.109,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,202.5,40004.0,-64
2022-03-17 15:13:35,000144,15.66,19.58,1.007,59.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,29.3,55.0,-60
2022-03-17 15:13:37,000147,15.09,19.57,1.007,59.0,3.4,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,30.2,55.0,-66
2022-03-17 15:13:40,000149,14.36,19.57,1.007,59.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,29.2,55.0,-65
2022-03-17 15:13:42,000152,14.77,19.57,1.007,59.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,28.8,55.0,-62
2022-03-17 15:13:44,000154,14.2,19.58,1.007,58.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,29.9,55.0,-63
2022-03-17 15:16:02,000009,6.53,19.57,1.007,61.0,3.9,0.0,0.0,1.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,31.9,72.0,-55
2022-03-17 15:16:04,000011,7.5,19.61,1.007,60.0,3.9,0.0,0.0,1.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,28.9,72.0,-56
2022-03-17 15:16:07,000014,8.28,19.62,1.007,60.0,4.0,0.0,0.0,1.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,27.5,72.0,-55
2022-03-17 15:16:09,000016,8.63,19.62,1.007,60.0,3.9,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,26.0,72.0,-55
2022-03-17 15:16:12,000019,7.85,19.64,1.007,60.0,3.9,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,26.4,72.0,-55
2022-03-17 15:16:14,000021,8.71,19.64,1.007,59.0,3.9,0.0,0.0,1.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,28.6,72.0,-56
2022-03-17 15:16:17,000023,7.41,19.65,1.007,59.0,3.7,0.0,0.0,1.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,27.8,72.0,-56
2022-03-17 15:16:19,000026,8.71,19.65,1.007,59.0,3.8,0.0,0.0,1.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,28.5,72.0,-55
2022-03-17 15:16:22,000028,7.59,19.65,1.007,59.0,3.6,0.0,0.0,1.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,29.6,72.0,-56
2022-03-17 15:16:24,000030,8.54,19.65,1.007,59.0,3.6,1.0,0.0,1.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,30.4,72.0,-56
2022-03-17 15:16:26,000033,8.02,19.65,1.007,58.0,3.6,3.0,0.0,1.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,30.9,72.0,-56
2022-03-17 15:16:29,000035,8.45,19.65,1.007,58.0,3.7,4.0,0.0,1.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,30.9,72.0,-57
2022-03-17 15:16:31,000038,8.8,19.65,1.007,58.0,3.5,6.0,0.0,1.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,30.9,72.0,-57
2022-03-17 15:16:33,000040,7.94,19.65,1.007,58.0,3.6,7.0,0.0,1.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,30.6,72.0,-58
2022-03-17 15:16:36,000043,8.63,19.65,1.007,58.0,3.6,7.0,0.0,1.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,30.0,72.0,-58
2022-03-17 15:16:38,000045,7.67,19.65,1.007,58.0,3.5,8.0,0.0,1.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,31.3,72.0,-59
2022-03-17 15:16:41,000048,8.54,19.65,1.007,58.0,3.6,9.0,0.0,1.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,32.3,72.0,-58
2022-03-17 15:16:43,000050,8.11,19.65,1.007,58.0,3.4,9.0,0.0,1.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,29.1,72.0,-58
2022-03-17 15:16:46,000052,8.45,19.65,1.007,58.0,3.4,10.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,30.5,72.0,-58
2022-03-17 15:16:48,000055,8.37,19.65,1.007,58.0,3.5,10.0,0.0,1.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,31.2,72.0,-58
2022-03-17 15:16:51,000057,8.88,19.66,1.007,58.0,3.6,100.0,0.0,1.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,29.8,72.0,-55
2022-03-17 15:16:53,000059,7.94,19.65,1.007,58.0,3.5,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,30.6,72.0,-57
2022-03-17 15:16:55,000102,8.71,19.65,1.007,58.0,3.3,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,28.9,72.0,-56
2022-03-17 15:16:58,000104,7.67,19.65,1.007,58.0,3.4,100.0,0.0,1.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,30.6,72.0,-56
2022-03-17 15:17:00,000107,8.63,19.64,1.007,58.0,3.4,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,28.9,72.0,-58
2022-03-17 15:17:02,000109,8.45,19.64,1.007,58.0,3.4,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,28.9,72.0,-57
2022-03-17 15:17:05,000112,7.85,19.64,1.007,58.0,3.3,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,30.1,72.0,-57
2022-03-17 15:17:07,000114,8.8,19.65,1.007,58.0,3.3,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,30.9,72.0,-57
2022-03-17 15:17:10,000117,7.76,19.64,1.007,58.0,3.4,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,29.9,72.0,-57
2022-03-17 15:17:12,000119,8.63,19.64,1.007,58.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,30.4,72.0,-57
2022-03-17 15:17:15,000121,8.11,19.62,1.007,58.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,32.5,72.0,-57
2022-03-17 15:17:17,000124,8.45,19.64,1.007,58.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,30.7,72.0,-56
2022-03-17 15:17:20,000126,8.8,19.62,1.007,58.0,3.3,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,30.1,72.0,-56
2022-03-17 15:17:22,000128,7.67,19.62,1.007,58.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,29.2,72.0,-57
2022-03-17 15:17:24,000131,8.71,19.62,1.007,58.0,3.4,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,29.3,72.0,-57
2022-03-17 15:17:27,000133,7.85,19.62,1.007,58.0,3.2,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,28.4,72.0,-56
2022-03-17 15:17:29,000136,8.45,19.62,1.007,58.0,3.3,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,29.2,72.0,-56
2022-03-17 15:17:31,000138,8.71,19.62,1.007,58.0,3.3,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,30.0,72.0,-56
2022-03-17 15:17:34,000141,8.2,19.62,1.007,58.0,3.3,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,30.1,72.0,-57
2022-03-17 15:17:36,000143,8.88,19.62,1.007,58.0,3.3,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,30.1,72.0,-56
2022-03-17 15:17:39,000146,8.8,19.62,1.007,58.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,30.9,72.0,-57
2022-03-17 15:17:41,000148,8.02,19.62,1.007,58.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,30.6,72.0,-57
2022-03-17 15:17:44,000150,8.54,19.62,1.007,58.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,30.0,55.0,-56
2022-03-17 15:17:46,000153,8.8,19.62,1.007,58.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,29.0,72.0,-58
2022-03-17 15:17:49,000155,8.02,19.62,1.007,58.0,3.3,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,28.9,72.0,-57
2022-03-17 15:17:51,000157,8.71,19.62,1.007,58.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,29.0,72.0,-56
2022-03-17 15:17:53,000200,7.67,19.62,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,30.3,72.0,-57
2022-03-17 15:17:56,000202,8.71,19.62,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,29.6,72.0,-56
2022-03-17 15:17:58,000205,8.11,19.62,1.007,58.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,28.5,72.0,-56
2022-03-17 15:18:00,000207,8.63,19.62,1.007,58.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,29.1,72.0,-56
2022-03-17 15:18:03,000210,8.88,19.62,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,26.7,72.0,-56
2022-03-17 15:18:05,000212,7.85,19.62,1.007,58.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,26.2,72.0,-56
2022-03-17 15:18:08,000215,8.63,19.62,1.007,58.0,3.3,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,26.0,72.0,-57
2022-03-17 15:18:10,000217,8.54,19.61,1.007,58.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,26.2,72.0,-57
2022-03-17 15:18:13,000219,8.28,19.61,1.007,58.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.8,72.0,-57
2022-03-17 15:18:15,000222,8.88,19.61,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,27.4,72.0,-57
2022-03-17 15:18:18,000224,7.67,19.61,1.007,58.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,26.9,72.0,-56
2022-03-17 15:18:20,000226,8.45,19.6,1.007,58.0,3.1,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,27.6,72.0,-57
2022-03-17 15:18:22,000229,8.88,19.61,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,27.7,72.0,-57
2022-03-17 15:18:25,000231,7.85,19.61,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,27.7,72.0,-58
2022-03-17 15:18:27,000234,8.71,19.6,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,29.5,72.0,-58
2022-03-17 15:18:29,000236,8.02,19.6,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,29.0,72.0,-59
2022-03-17 15:18:32,000239,8.54,19.6,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,27.3,72.0,-58
2022-03-17 15:18:34,000241,8.88,19.6,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,27.8,72.0,-57
2022-03-17 15:18:37,000244,7.76,19.6,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,28.8,72.0,-55
2022-03-17 15:18:39,000246,8.28,19.6,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,27.1,72.0,-58
2022-03-17 15:18:42,000248,8.88,19.59,1.007,58.0,3.2,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.7,72.0,-56
2022-03-17 15:18:44,000251,7.76,19.59,1.007,58.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,25.0,72.0,-56
2022-03-17 15:18:46,000253,8.63,19.59,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,27.7,72.0,-57
2022-03-17 15:18:49,000255,8.63,19.59,1.007,58.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,27.4,72.0,-57
2022-03-17 15:18:51,000258,8.37,19.59,1.007,58.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,28.2,72.0,-57
2022-03-17 15:18:54,000300,8.88,19.59,1.007,58.0,3.2,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,27.9,72.0,-58
2022-03-17 15:18:56,000302,7.67,19.58,1.007,58.0,3.2,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.8,72.0,-57
2022-03-17 15:18:58,000305,8.71,19.58,1.007,58.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,27.3,72.0,-58
2022-03-17 15:19:01,000307,7.85,19.59,1.007,58.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,27.4,72.0,-58
2022-03-17 15:19:03,000310,8.54,19.58,1.007,58.0,3.4,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,26.7,72.0,-58
2022-03-17 15:19:05,000312,8.8,19.59,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,25.7,72.0,-57
2022-03-17 15:19:08,000315,7.76,19.58,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,26.2,72.0,-57
2022-03-17 15:19:10,000317,8.8,19.58,1.007,58.0,3.1,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,27.8,72.0,-58
2022-03-17 15:19:13,000320,8.02,19.58,1.007,58.0,3.2,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,27.2,72.0,-62
2022-03-17 15:19:15,000322,8.54,19.58,1.007,58.0,3.1,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,25.9,72.0,-56
2022-03-17 15:19:18,000324,8.11,19.57,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,23.4,72.0,-56
2022-03-17 15:19:20,000327,8.97,19.58,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,22.4,72.0,-56
2022-03-17 15:19:23,000329,7.59,19.57,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,22.4,72.0,-56
2022-03-17 15:19:25,000331,8.54,19.57,1.007,58.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,21.4,72.0,-57
2022-03-17 15:19:27,000334,8.97,19.57,1.007,58.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,24.5,72.0,-57
2022-03-17 15:19:30,000336,7.41,19.57,1.007,58.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,25.7,72.0,-57
2022-03-17 15:19:32,000339,8.71,19.56,1.007,58.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,25.9,72.0,-57
